City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1957,Loikaw,MM,73.85,moderate rain,19.6742,97.2094,Myat Nan Taw Hotel
1960,Garowe,SO,91.26,broken clouds,8.4054,48.4845,Curubo Hotel
1963,Teahupoo,PF,71.56,broken clouds,-17.8333,-149.2667,Vanira Lodge
1964,Denizli,TR,65.25,overcast clouds,37.8402,29.0698,Anemon Denizli Hotel
1966,Manavalakurichi,IN,84.29,overcast clouds,8.1333,77.3,Udaya Boys Hostel
1968,Durant,US,70.29,clear sky,33.994,-96.3708,"Holiday Inn Express & Suites Durant, an IHG Hotel"
1970,At-Bashi,KG,70.34,clear sky,41.1702,75.8106,Hostel At-Bashy
1971,Bairiki,KI,84.2,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
1973,Magdalena,PH,87.12,moderate rain,14.1999,121.429,Samparada & Gestiada Residences
1975,Inyonga,TZ,79.86,scattered clouds,-6.7167,32.0667,Eden Rock Lodge
1979,Bima,ID,87.12,overcast clouds,-8.4667,118.7167,Lambitu Hotel
1980,Ruwi,OM,91.09,clear sky,23.5996,58.5507,Al Falaj Hotel
1982,Excelsior Springs,US,76.82,clear sky,39.3392,-94.2261,The Elms Hotel & Spa
1985,Taiyuan,CN,75.06,clear sky,37.8694,112.5603,Jinjiang Inn
1986,Grandview,US,75.81,clear sky,38.8858,-94.533,Holiday Inn Express & Suites Kansas City-Grandview
1987,Chulumani,BO,65.75,overcast clouds,-16.4096,-67.5263,Hotel Cabanas Paradise
1988,Farafenni,GM,75.07,overcast clouds,13.5667,-15.6,Eddy's Hotel
1989,Qidong,CN,88.99,clear sky,31.8128,121.6561,Hilton Garden Inn Qidong
1991,Jackson,US,66.07,clear sky,42.4165,-122.8345,Agate Village Apartments
1993,Mamallapuram,IN,91.45,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1994,Bushehr,IR,86.02,clear sky,28.9684,50.8385,Yas Hotel
1995,Bontang,ID,83.61,scattered clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1997,Luena,AO,77.45,few clouds,-11.7833,19.9167,Hotel Kandamba
1998,Bhaderwah,IN,80.55,scattered clouds,32.9784,75.7186,Hotel Shiv Residency and Restaurant Bhaderwah (J&K)
1999,Ciudad Bolivar,VE,77.23,scattered clouds,8.1222,-63.5497,Hotel Edi
2001,Rabo De Peixe,PT,68.27,broken clouds,37.8,-25.5833,Quinta das Giestas
2005,Port Said,EG,75.18,few clouds,31.2565,32.2841,Aracan Hotel
2006,Sampit,ID,86.72,moderate rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
2007,Qingdao,CN,73.0,broken clouds,36.0986,120.3719,东晖国际大酒店餐厅
2009,Pimenta Bueno,BR,74.77,scattered clouds,-11.6725,-61.1936,Cristalina Palace Hotel
2013,George Town,MY,87.75,few clouds,5.4112,100.3354,Cititel Penang
